item_id,rater_uid,feedback,gmt_create,rate_pic_url
i246,u1753,质量 很 不错 的 哦 ， 很 喜欢 ， 卖家 发货 也 很快 ， 很 满意 的   宝贝 比 想象 中 的 好 ~ 真是 物美价廉   性价比 极 高 的 宝贝 ~ 值得 购买   反正 一 句 话   东西 你 值得 拥有 ,2014/9/30 12:15,
i246,u1986,还 行 吧     还 没 穿过     纯棉 的     我 以为 是 莫代尔 的 ～ ,2014/9/22 08:38,
i246,u1019,一般 吧 ， 面料 粗糙 。 如果 夏天 穿 ， 肯定 是 燥热 的 … … 其他 还 行 … … ,2014/9/12 19:31,
i246,u2416,背心 质量 不错 ， 纯棉 的 ， 弹性 好 ， 穿着 舒服 ， 物 有 所 值 ,2014/9/24 22:22,
i246,u772,尺寸 偏 小 哦 ， 质量 一般 。 ,2014/9/29 16:43,
i246,u906,质量 不错 ， 下次 还 光顾 ， 实物 与 描述 的 一样 。 。 。 。 。 。 。 。 ,2014/9/14 19:06,
i246,u1516,不是 纯棉 的 ， 穿 的 不 舒服 ， 反正 几 块 钱 的 事 ,2014/9/5 17:52,
i247,u1789,很 漂亮 的 衣服 值得 购买 下次 还 会 再 来 ,2014/9/26 19:01,
i247,u1812,衣服 质量 还 可以 ， 搭配 我 的 蓬蓬裙 很 漂亮 ， 只是 我 穿 中码 有点 儿 大 。 。 ,2014/9/19 19:55,
i248,u2101,衣服 很 合适 ， 颜色 很 好 。 ,2014/9/17 21:04,
i248,u494,  与 图 上 的 颜色 不是 很 符合 。 布质 也 差 不 多 。 还是 给 个 好评 吧 ,2014/9/14 15:01,
i248,u1276,衣服 质量 非常 好 ， 非常 喜欢 。 ,2014/9/23 13:13,
i248,u1161,"宝贝 收到 啦 ， 裤子 穿 上 很 合身 ， 做工 也 很 好   比 想象 中 的 还 满意 , 卖家 态度 也 很 好 ， 物流 超 快 。 非常 满意 的 一次 网购 ！ ",2014/9/7 04:10,
i249,u1987,发货 速度 快 ， 衣服 跟 图片 一样 ， 没 多 差别 ， 质量 挺好 是 正品 ， 好评 ！ ,2014/9/14 19:04,
i249,u969,宝贝 收到 了 ， 快递 很快 ！ 试 了 一下 ， 大小 刚好 ， 质量 还 算 行 ， 物美价廉 ， 好评 。 ,2014/9/23 10:20,
i249,u12,这 条 裤子 真 的 买 的 值   什么 衣服 都 可以 搭   而已 穿 以来 型 很 好 ,2014/9/19 17:19,
i249,u1517,卖家 服务 态度 很 好 ， 发货 速度 快 物流 也 快 ， 宝贝 质量 很 好 ， 没 色差 ， 非常 喜欢       ,2014/9/17 20:00,
i25,u1901,  除了 有点 油漆味 其他 都 好 、 来 个 好评 ！ ,2014/9/29 15:29,
i25,u181,拿 到 手里 ， 手感 不错 ， 还 没 穿 希望 不要 起 球 就 太 好 了 。 ,2014/9/30 14:31,
i25,u2153,还 没 拆开 ， 拿 着 很 厚实 ， 应该 可以 吧 ,2014/9/11 21:54,
i25,u1539,质量 太 好 了 ， 穿 起来 很 舒服 ， 不 起 球 。 太 棒 了 。 ,2014/9/12 10:54,
i25,u132,宝贝 特别 好 ， 过 些 日子 就 可以 穿 了 ， 好 棒 ， 好 棒 ,2014/9/19 18:09,
i25,u23,宝贝 收到 后 ， 感觉 还 不错 ， 摸 着 手感 也 很 好 ， 总之 一个 字 ， 好 ！ ,2014/9/10 19:57,
i25,u2443,老妈 穿 上 很 喜欢 ， 东西 也 很 好 ， 物美价廉 ， 邻居 也 想 要 几 条 了 ， 很 不错 ， 还 可以 踩脚   服务 很 好 ,2014/9/28 15:27,http://img01.taobaocdn.com/bao/uploaded/TB25slNaFXXXXa7XpXXXXXXXXXX_!!1583464188-0-rate.jpg
i25,u85,我 只能 说 ， 太 好 了 ， 比 我 之前 买 的 都 好 ， 冬天 不用 担心 脚踝 漏 出来 了 ， 打算 天气 凉 了 再 入手 一 条 ,2014/9/28 18:12,
i25,u1083,  没有 想象 中 的 厚 ， 洗 了 一下 ， 不会 掉色 ,2014/9/13 18:33,
i25,u963,和 我 想象 的 不一样 ， 我 以为 是 那种 针织 的 或 仿羊毛 的 ， 结果 是 光光 的 那种 ， 有点 味道 ， 不知道 有没有 褶子 。 ,2014/9/27 23:49,
i25,u1911,  很 好 ， 物美价廉 ， 五分 ,2014/9/11 16:28,
i25,u1153,看着 挺 厚 的   感觉 十 几 块 钱 挺 值 ,2014/9/22 13:34,
i250,u106,裤子 不错 ， 对 得 起 这 个 价 。 就是 我 的 裤子 前面 扣子 有点 偏 ,2014/9/10 10:48,
i250,u215,  不好意思 ， 评论 晚 了 。 宝贝 没 穿过 ， 看 起来 一点 都 不 纯白 ， 有 杂色 。 勉强 中 评 吧 。 ,2014/9/10 16:09,
i250,u1781,真是 太 差劲 了 ， 裤子 根本 没 办法 穿 ， 还 不如 地摊 货 ～ ～ ,2014/9/16 18:52,
i250,u262,  裤子 很 好 ， 很 合 穿 ， 漂亮 ， 下次 还 会 再 来 ,2014/9/30 21:58,
i250,u1313,蓝色 的 稍稍 有些 色差   总体 效果 不错   做工 裤型 都 很 好   很 超值 ,2014/9/10 07:21,
i251,u1421,真心 很 漂亮 啊 ， 质量 也 很 好 的 ， 穿着 很 舒服 ,2014/9/22 09:03,
i251,u362,颜色 不 太 满意 ， 总体 还 可以 ， 送 了 小 礼物 。 ,2014/9/30 09:16,
i251,u158,非常 好 的 一 款 ， 裤型 也 蛮 好 的 ， 质量超好 ， 我 买 的 大 了 一号 ， 不过 还是 很 满意 。 ,2014/9/11 23:59,
i251,u1618,真心 不错 ， 朋友 都 觉得 很 好 ， 还 会 继续 光临 的 ， ,2014/9/27 23:00,
i251,u908,质量 挺好 的 ， 穿 起来 效果 不错 ,2014/9/23 12:33,
i252,u1988,质量 跟 之前 买 的 是 一样 的 ， 面料 薄厚 适中 ， 手感 不错 ， 做工 车线 整齐 ， 很 满意 ！ 牛仔裤 以后 就 在 这 买 了 ！ ,2014/9/11 10:28,
i252,u355,很 不错 哦   性价比 很 高   又 追 了 3 条   哈哈 ,2014/9/2 13:25,
i252,u2298,宝贝 很 满意 ， 本来 牛仔裤 没 什么 样式 主要 看 版型 ， 虽然 是 大码 ， 穿 上 还是 很 有型 。 ? ,2014/9/28 07:09,
i252,u1156,将就 ， 大腿 有些 紧 ， 他人 胖 了 。 ,2014/9/5 08:22,
i252,u313,我 已经 是 第二 次 买 了 ， 一如既往 的 好 。 性价比 高 ， 大爱   很 好 的 卖家 ,2014/9/26 14:47,
i252,u723,裤子 很 不错 ， 大小 非常 合适 ， 下次 还 会 来 ！ ,2014/9/2 14:07,
i253,u1370,不错 真 的 很 好 ！ 五分 ！ ,2014/9/28 19:34,
i254,u1486,衣衣 很 不错 ， 很 厚 ， 手感 很 好 ， 全 五星 好评 ,2014/9/25 09:11,
i254,u2497,东西   很 好   穿着 大小 正 合适 ， 看 起来 很 暖和 哦 ！ 有 需要 一定 再 来   很 好 ,2014/9/26 14:56,http://img01.taobaocdn.com/bao/uploaded/TB2uKlxaFXXXXa2XXXXXXXXXXXX_!!70164247-0-rate.jpg
i254,u1914,做工 不错 。 就是 面料 摸 起来 不 舒服 ,2014/9/23 08:17,
i254,u1164,衣服 很 好 物流 也 很快 呢 ,2014/9/26 17:01,
i254,u1884,收到 货品 感觉 买 值 了 ， 就是 掉 颜色 ， 不过 比 起 价位 衣服 还是 不错 的 ！ ,2014/9/25 13:02,
i254,u2596,衣服 料子 很 好 ， 上 身 也 很 不错 ， 超出 预想 。 发货 也 超 快 ！ 客服 森森 态度 不错 ~ 推荐 的 尺码 很 合适 ！ 推荐 购买 ！ ,2014/9/24 12:36,http://img01.taobaocdn.com/bao/uploaded/TB2XwI7apXXXXbwXXXXXXXXXXXX_!!732604868-0-rate.jpg
i254,u1626,料子 好 ， 颜色 也 很 好 ， 给 同事 买 的 ， 他 很 喜欢 ， 推荐 购买   5 分 ,2014/9/26 10:08,
i254,u2462,颜色 很 正   图 物 相符   大小 合适   手感 很 好   做工 细致   物流 很快   服务 很 好   价格 实惠   物超所值   东西 很 正经   价格 很 惊 爆 ,2014/9/27 13:25,http://img01.taobaocdn.com/bao/uploaded/TB2.utHaFXXXXblXXXXXXXXXXXX_!!840487057-0-rate.jpg
i254,u2166,  衣服 质量 挺好 的 ， 也 挺 厚 的 ， 很 喜欢 ， 准备 在 买 一 件 ， 给 老公 换洗 用 ,2014/9/23 13:14,
i254,u711,衣服 质量 很 好 ， 做工 也 不错 ， 穿 在 身上 很 暖和 ， 全 5 分 ！ ,2014/9/25 16:05,
i254,u286,没想到 这么 便宜 的 价格 可以 买 到 这么 好 的 东西 ， 很 是 喜欢 ， 还 会 在 来 。 ,2014/9/21 10:50,
i255,u1544,物美价廉 ， 下次 还 来 光顾 ， 希望 店主 生意兴隆   好 ,2014/9/18 19:36,
i256,u1098,裤子 不错 我 很 喜欢 穿 上 试 了 一下 很 好 ， 很 合适 还 送 了 一 条 皮带 ， 下次 再 来 光顾 本 店 ,2014/9/19 14:11,
i256,u1684,质量 不错 ， 价格 蛮 实惠 。 ,2014/9/16 10:35,
i256,u1423,货 收到 ， 不错 ！ 儿子 很 喜欢 ！ ,2014/9/30 15:05,
i256,u1838,感觉 不错 。 就是 买 的 有点 大 了 。 ,2014/9/4 13:42,
i257,u1608,购买 的 第二 件 了 ， 码 正 款式 也 很 漂亮 ， 好评 ！ ,2014/9/17 15:15,
i257,u1786,宝贝 还 行 、 物流 很快 、 赞 一个       ,2014/9/19 19:26,
i257,u1081,还 可以 把   就是 穿着 好像 有点 扎 - . - ,2014/9/27 23:22,
i257,u1813,老公 穿   着 挺 合适 的 ， 也 很 喜欢 ， 这 个 我 买 衣服 他 头 一 回 说 他 比   较 喜欢 ！ ,2014/9/20 20:23,
i257,u2044,衣服 刚刚 试 了 ， 很 舒服 质量 不错   服务 不错 全 五分 ,2014/9/13 11:00,
i257,u1643,衣服 还 不错 我 建议 买 大 一号 的 . . . 老板 我 的 衣服 有点 小 有 解决 的 办法 吗 ？ ,2014/9/24 02:14,
i257,u1875,还是 可以 ， 我 老公 穿 起 很 好看 ， 就是 不知道 起 球 不 ， 还是 给予 好评 。 给 五分 。 ,2014/9/27 10:34,
i259,u1906,不大 不 小 刚刚好 ， 实惠 ， 下次 再 来 ,2014/9/4 20:05,
i259,u2025,  裤子 一般 般 ， 裤裆 那 好多 线头 ！ 做工 不 太 好 ！ ,2014/9/2 21:14,
i259,u842,  老板 很 诚实 ， 果然 有些 色差 ！ 不过 还 好 ， 裤子 穿 上 很 舒服 ！ ,2014/9/25 13:53,
i259,u352,裤子 不错 ， 评价 晚 了 ， 下次 还 来 ,2014/9/6 08:03,
i259,u1980,衣服 质量 还 可以 也 不 贵 ， 总 的 来 说 还 算 满意 ？ ,2014/9/27 20:09,
i259,u2285,衣衣 收到 了 ， 比较 满意 ， 有点 小 瑕疵 不过 整体 不错 很 显 瘦 。 物流 太 慢 ！ ！ ！ ,2014/9/5 20:26,
i259,u1331,听 客服 的 建议 ， 换 了 29 . 的 ， 好像 有点 大 ， 回家 试 了 ， 再 来 加 评 ,2014/9/3 22:38,
i259,u2182,这 是 第二 次 购买 了 ， 质量 还是 一如既往 的 好 太 喜欢 了 ， 大爱 以后 就 认定 这家 店 了 ， 谢谢 卖家 服务 很 好 物流 也 很 给力 。 直 得 给 满分 ,2014/9/10 09:44,
i26,u1013,衣服 质量 不错 ， 颜色 正 ， 合身 ， 卖家 态度 好 ， 发货 快 。 ,2014/9/24 15:01,
i26,u1720,宝贝 不错 ， 物流 所 值 ， 比 我 想象 的 要 厚 的 多 ,2014/9/27 20:00,
i26,u739,宝贝 很 好 穿着 很 舒服 ， 很 有 弹性 ， 值 的 赞 一个 ， 很 满意 的 一次 购物 。 ,2014/9/21 08:35,
i26,u1400,条 ， 其中 一 条 裤脚 脱线 了 ， 自己 缝补 了 一味 下 到 是 不 影响 穿着 ， 还有 就是 有 味道 ， 洗 了 一下 ， 味 小 了 点 ， 洗 是 有 浮 毛 掉 下来 ， 希望 不会 再 掉 了 ， 物流 还是 挺 快 的 ， 习惯性 好评 。 ,2014/9/19 08:04,
i26,u1742,这 价位 超值 ， 性价比 高 ， 好评 ,2014/9/24 22:44,
i26,u101,明明 买 了 两 条 价格 不一样 的 打底裤 ， 可是 收到 却 是 两 条 型号 都 一样 的 。 买 之前 还 问 卖家 贵 一点 是不是 厚 点 ， 卖家 说是 的 。 所以 拍 了 一 条 厚 点 一 条 薄 点 ， 价格 不一样 的 ， 可是 收到 却 是 价格 便宜 的 。 虽然 才 几 块 钱 ， 但是 卖家 做生意 一点 没有 诚信 ， 欺骗 消费者 。 。 。 。 。 。 。 。 。 ,2014/9/27 21:19,
i26,u524,宝贝 收到 了 ， 物超所值 ， 太 满意 了 ， 适合 冬天 穿 ！ ,2014/9/22 12:42,
i26,u144,质量 挺好 的 ， 也 很 厚实 ,2014/9/29 22:10,
i26,u1038,去年 就 买 在 穿 了 ， 一如既往 的 好 ， 介绍 很 多 同事 买 ,2014/9/12 18:33,
i26,u581,这 是我 在 淘宝 买 的 最好 的 一次 ， 又 便宜 又 好 ， 就是 物流 太 慢 了 ,2014/9/28 20:10,
i26,u1877,物超所值 ， 大爱 ， 五分 ,2014/9/27 17:30,
i260,u14,产品 质量 非常 好 ， 满意 ， 发货 速度 很快 ， 东西 也 很 实惠 ， 很 强大 ， 必须 给 全 5 分 好评 啦 ， 还 会 再 来 的 。 ,2014/9/5 22:43,
i260,u2575,衣服 我 在 手机 上 拍 的 才 12 元 多 ， 挺好 的 。 手感 摸 上去 很 不错 ， 面料 也 行 。 总体 来 说 满意 ， 快递 也 不错 。 一次 愉快 的 购物 ， 店家 服务 态度 也 不错 。 主要 本人 腿 太 粗 ， 可能 穿 上 不 太 好看 ， 唉 … … 胖 人 ， 没 办法 阿 。 对不起 店家 啦 ！ ,2014/9/29 12:20,http://img01.taobaocdn.com/bao/uploaded/TB2c982aFXXXXcHXXXXXXXXXXXX_!!706640634-0-rate.jpg
i260,u728,还 行 吧     看到 牌子 是 离题       希望 质量 不是 太 糟糕 ,2014/9/23 19:22,
i260,u1976,根本 没法 穿 … … 和 模特 差 太 多 了 ,2014/9/27 22:17,
i260,u1881,灰色 好看 。 都 很 好   很 满意   满分 ,2014/9/22 21:56,
i262,u1189,个人 不 喜欢 ， 习惯 好评 ,2014/9/7 13:48,
i262,u1306,宝贝 穿 上 弹性 一般 ， 还 没有 我 以前 买 的 弹性 大 ， 也 不 值 这 个 价 ,2014/9/15 15:42,
i262,u782,很 好 ， 有 弹性 穿着 舒适 ,2014/9/16 18:16,
i263,u697,裤子 很 好 ， 料子 有些 薄 ， 不过 尺码 正 合适 ， 天 再 冷 了 里面 可以 穿 保暖 ,2014/9/19 14:19,
i263,u785,  不错 ， 很 值 ， 就是 买 大 了 ,2014/9/29 16:30,
i263,u1518,料子 挺 滑 的 ， 挺 满意 的 一次 购物 ， 五分 ， 物 朝 所 值 。 ,2014/9/16 08:34,
i263,u761,和 我 想象 的 不一样 ， 而且 物流 太 慢 了 。 。 。 裤子 就 放 那儿 吧 ， 啥 时候 想 穿 了 再 穿 。 ,2014/9/23 01:01,
i263,u66,质量 还 可以 ， 红色 买 给 我 妈妈 ， 她 穿着 正好 。 ,2014/9/21 11:33,
i263,u36,裤子 太 漂亮 了 ， 裤型 真 的 不错 ， 也 很 显 瘦 ， 质量 还 超好 ， 看 上去 跟 商场 卖 的 差 不 多 ， 面料 很 舒服 ， 可谓 价 廉 物美   物超所值 ， 下次 还 会 再 来 的 。 ,2014/9/24 08:48,
i263,u36,款式 很 漂亮 ， 手感 也 很 好 ， 穿着 真 合身 ， 性价比 很 高 ， 满意 五星 好评 ！ ,2014/9/24 08:59,
i263,u36,宝贝 收到 ， 颜色 跟 图片 上 一样 没有 色差 ， 手感 也好 ， 质量 也 不错 ， 价格 物超所值 。 值得 一 赞 ！ ,2014/9/19 14:58,
i263,u36,第二 次 购买 ， 是 给 妈妈 买 的 ~ ~ ,2014/9/3 10:07,http://img01.taobaocdn.com/bao/uploaded/TB2DmxIapXXXXbTXXXXXXXXXXXX_!!1734402728-0-rate.jpg
i263,u36,第二 次 购买 ， 是 给 妈妈 买 的 ~ ~ ,2014/9/3 10:07,http://img01.taobaocdn.com/bao/uploaded/TB20t8CapXXXXXYXpXXXXXXXXXX_!!1734402728-0-rate.jpg
i263,u36,第二 次 购买 ， 是 给 妈妈 买 的 ~ ~ ,2014/9/3 10:07,http://img01.taobaocdn.com/bao/uploaded/TB2KvNCapXXXXb8XXXXXXXXXXXX_!!1734402728-0-rate.jpg
i263,u2613,很 不 满意 ， 明明 写 着 小脚裤 可 收到 的 却 是 直筒 的 太 没有 信誉 ,2014/9/22 00:54,http://img01.taobaocdn.com/bao/uploaded/TB24YMzapXXXXa7XpXXXXXXXXXX_!!1853798090-0-rate.jpg
i264,u919,衣衣 很 好 ， 棉质 很 软 ， 大家 可以 放心 购买 。 ,2014/9/24 15:57,
i264,u2449,很 修身 的 一 款 纯棉背心 ， 款式 简约 ， 面料 舒适 、 柔软 ， 亲肤 性 、 透气性 良好 ， 做工 精细 、 车线 工艺 流畅 、 没有 多余 线头 。 发货 及时 ， 包装 细心 ， 包装袋 无 刺激性 气味 。 ,2014/9/8 11:11,http://img01.taobaocdn.com/bao/uploaded/TB29o8.apXXXXXkXpXXXXXXXXXX_!!923174689-0-rate.jpg
i264,u2449,很 修身 的 一 款 纯棉背心 ， 款式 简约 ， 面料 舒适 、 柔软 ， 亲肤 性 、 透气性 良好 ， 做工 精细 、 车线 工艺 流畅 、 没有 多余 线头 。 发货 及时 ， 包装 细心 ， 包装袋 无 刺激性 气味 。 ,2014/9/8 11:11,http://img01.taobaocdn.com/bao/uploaded/TB2v7SXapXXXXXeXpXXXXXXXXXX_!!923174689-0-rate.jpg
i264,u2449,很 修身 的 一 款 纯棉背心 ， 款式 简约 ， 面料 舒适 、 柔软 ， 亲肤 性 、 透气性 良好 ， 做工 精细 、 车线 工艺 流畅 、 没有 多余 线头 。 发货 及时 ， 包装 细心 ， 包装袋 无 刺激性 气味 。 ,2014/9/8 11:11,http://img01.taobaocdn.com/bao/uploaded/TB269eXapXXXXctXXXXXXXXXXXX_!!923174689-0-rate.jpg
i264,u2449,很 修身 的 一 款 纯棉背心 ， 款式 简约 ， 面料 舒适 、 柔软 ， 亲肤 性 、 透气性 良好 ， 做工 精细 、 车线 工艺 流畅 、 没有 多余 线头 。 发货 及时 ， 包装 细心 ， 包装袋 无 刺激性 气味 。 ,2014/9/8 11:11,http://img01.taobaocdn.com/bao/uploaded/TB2TGd_apXXXXa9XpXXXXXXXXXX_!!923174689-0-rate.jpg
i264,u2449,很 修身 的 一 款 纯棉背心 ， 款式 简约 ， 面料 舒适 、 柔软 ， 亲肤 性 、 透气性 良好 ， 做工 精细 、 车线 工艺 流畅 、 没有 多余 线头 。 发货 及时 ， 包装 细心 ， 包装袋 无 刺激性 气味 。 ,2014/9/8 11:11,http://img01.taobaocdn.com/bao/uploaded/TB26zh.apXXXXagXpXXXXXXXXXX_!!923174689-0-rate.jpg
i264,u63,衣服 质量 可以 ， 卖家 态度 也好 ， 物流 也 快 ， 可以 值得 再次 光临 ， 满分 ,2014/9/21 20:34,
i264,u2094,挺好 的       值得 购买 ,2014/9/23 09:38,
i265,u2391,挺 厚实 的 的 针织衣 。 款式 板型 都 不错 ！ 这 个 价格 是 物超所值 的 ！ 五分 。 ,2014/9/4 22:02,
i265,u803,很 喜欢 ， 这 个 价位 买 到 绝对值 ,2014/9/15 14:44,
i265,u1351,今天 刚 收到 货 试穿 一下 ， 毛衣 不 扎 ， 合身 满意 。 ,2014/9/7 18:45,
i265,u2262,衣服 是我 要 的 那 款 、 质量 好 、 又 实 恵 超 喜欢 ,2014/9/10 15:48,
i265,u1088,质量超好   物超所值   全 五星 好评 ,2014/9/18 14:24,
i265,u2401,质量超好 没 得 说 ， 真 不错 ！ ,2014/9/5 18:38,
i266,u1084,质量 不错 ， 但是 物流 有点 不 给力 ， 23 号 到 的 26 号 也 没 送 ， 还是 我 自己 去 找 的 ， 电话 也 不 打 一个 。 ,2014/9/26 09:58,
i266,u367,宝贝 很 好 ， 大小 刚好 ， 下次 还 会 光临 ！ ,2014/9/23 22:19,
i266,u257,收到 了 ， 老公 很 满意 ！ ,2014/9/13 11:30,
i266,u1464,质地 ， 款式 都 不错 ， 好评 ！ ,2014/9/19 16:44,
i266,u1721,版型 好 穿着 挺 显 帅 就是 不知 掉色 么   还 行 ,2014/9/10 08:23,
i266,u1579,裤子 非常 不错   还 会 再 来   感谢 卖家 送 的 礼物 ,2014/9/23 16:56,
i267,u2604,裤子 收到 了 ， 质量 不错 ， 比 想象 中 的 好 ， 试穿 了 发现 挺 合身 的 ， 客服 态度 很 好 ， 裤子 弹性 也 不错 ， ,2014/9/13 23:04,http://img01.taobaocdn.com/bao/uploaded/TB23ya6apXXXXaoXXXXXXXXXXXX_!!796226308-0-rate.jpg
i267,u2311,裤子 的 腰 太 低 了 ， 走路 没事 早上 起来 晨跑 裤子 会 掉 下来 。 ,2014/9/29 13:29,
i267,u719,弹性 不是 太 大 ， 但是 总体 感觉 还 不错 ， 毕竟 价格 在 那儿 ， ,2014/9/8 12:28,
i268,u1996,"质量 非常 好 , 这 件 已经 是 第二 件 了 ",2014/9/27 16:44,
i268,u1696,"非常 好 , 面料 很 好 , 颜色 很 正 。 ",2014/9/15 13:20,
i268,u1521,很 好 喔 ， 真是 物超所值 丫 ， 这么 便宜 能 买 到 这么 好 的 衣衣 。 ,2014/9/1 15:16,
i268,u1127,质量 不错 ， 和 图片 上 一样 ,2014/9/20 16:56,
i269,u1611,质量 还 好 ， 值 这 个 价位 ,2014/9/11 10:24,
i269,u2052,裤子 相当 不错 啊 ！ ！ ！ 还 想 再 买 两 条 的 ， 怎么 今天 变 16 啦 。 。 。 ,2014/9/4 18:43,
i269,u1981,给 朋友 买 的   说 很 不错   一定 再 来   好 ,2014/9/1 19:47,
i269,u86,穿着 很 合适 ， 质量 杠杠 的 ， 物美价廉 ！ ,2014/9/11 09:27,
i269,u1676,物流 很快 ， 跟 第一次 一样 ， 质量 不错 ， 就是 价钱 比 第一次 涨 了 ， 要不 就 再 买 几 条 ， 五分 好评 吧 ！ ,2014/9/22 20:40,
i269,u1528,衣服 质量 不错 ， 拍 两 条 ， 发 错 一 条 ， 卖家 很快 帮助 解决 了 ， 态度 很 好 ， 谢谢 ， 以后 再 来 ,2014/9/2 15:02,
i27,u536,物美价廉 ！ 超值 购买 ！ ,2014/9/24 21:34,
i27,u2465,衣衣 很 喜欢 ， 没有 色差 ， 好 漂亮 的 果绿色 ， 穿 上 也 刚好 合适 ， 赞 一个 ,2014/9/20 20:09,http://img01.taobaocdn.com/bao/uploaded/TB2qh3sapXXXXbCXXXXXXXXXXXX_!!729977891-0-rate.jpg
i27,u964,和 同事 一 人 买 了 一 件     质量 不错   都 很 喜欢   呵呵 ,2014/9/25 09:39,
i27,u332,值得 值得 ， 想 要 这 类 衣衣 的 亲 们 大胆 的 拍 吧 ,2014/9/20 20:52,
i270,u531,给 阿姨 买 的 ， 就是 颜色 有点 深 ， 其他 的 都 还 挺 满意 的 ,2014/9/26 09:38,
i270,u198,很 合适     舒服       快递 很快 ,2014/9/18 22:21,
i270,u152,宝贝 不错 ， 老婆 很 喜欢 ！ ,2014/9/5 14:15,
i270,u2360,质量 非常 好 的 哦 ， 很 满意 的 一 款 宝贝 ， 服务 也 周到 的 ， 5 分 哦 ！ ！ ！ ！   质量 非常 好 的 哦 ， 很 满意 的 一 款 宝贝 ， 服务 也 周到 的 ， 5 分 哦 ！ ！ ！ ！ ,2014/9/12 15:07,
i270,u1193,宝贝 很 好 ， 物流 给力 ， 卖家 热情 讲解 ,2014/9/21 20:10,
i270,u75,裤子 收到 了 ， 迫不及待 的 打开 穿 上 了 ， 面料 很 舒服 ， 大小 刚刚好 ， 很 显 瘦 ， 很 有型 ， 好评 。 ,2014/9/10 12:47,
i270,u2365,宝贝 很 显 瘦 ， 我 要 的 效果 有 了 。 ,2014/9/29 22:27,
i270,u1435,物流 太 给力 了 ， 这么 快 就 邮 到 宝贝 了 ， 是 我喜欢 的 裤子 ， 裤型 好看 ， 有 弹力 ， 手感 不错 。 ,2014/9/7 02:38,
i271,u1552,物流 很快 ， 质量 很 好 ， 尺码 合适 ， 很 喜欢 ， 还 会 再 来 光顾 的 ,2014/9/10 13:01,
i271,u435,质量 不错 ， 穿 上 舒服 ！ 面料 舒适 柔软 ， 质 真心 的 不错 ， 值得 购买 ！ 穿着 很 上 档次 ， 很 休闲 ,2014/9/2 11:04,
i271,u2280,物流 很快 ， 裤子 质量 性价比 不错 ， 物美价廉 ,2014/9/8 17:31,
i271,u1426,发货 快 ， 物流 也 快 ， 可惜 自己 身材 差 了 点 ， 穿 起来 不是 大 好看 。 布料 很 软 ， 还 好 ！ ,2014/9/1 19:55,
i271,u317,非常 好 很 好 非常 棒 值得 你 拥有 的 牛仔裤 ,2014/9/29 18:53,
i271,u1234,很 合适 ， 穿 得 也 很 舒服 ,2014/9/22 20:19,
i272,u311,15 天 内 买家 未 作出 评价 ,2014/9/28 16:14,
i272,u222,布料 挺好 ， 裤型 也 漂亮 ， 买 的 白色 ， 就是 感觉 太白 了 ,2014/9/4 09:53,
i272,u1337,料子 很 好 ， 适合 春秋 穿 版型 也 好看   ， 喜欢 。 ,2014/9/6 22:56,
i273,u903,物美价廉 的 东西 ~ 卖家 送 了 一 双 袜子 ， 不过 好像 有点 太 小 了 。 。 。   物流 很快 ， 两 天 就 到 了 ,2014/9/13 21:20,
i273,u503,质量 不 咋 啦 ， 穿 的 身上 总是 起 毛 ， ,2014/9/13 05:50,
i274,u807,超 喜欢 ， 比 我 在 实体 摊位 上 买 的 25 元 的 还 舒服 ， 在 实体店 也 看到 180 元 的 ， 当时 想 了 想 试试 看 这 件 ， 主要 是 便宜 ， 没想到 穿 上 感觉 那么 好 。 一定 会 再 来 的 。 ,2014/9/10 09:25,
i274,u129,型 挺好   不过 物流 太 慢 了   七 八 天才 到   不过 快递 服务 挺好 ,2014/9/9 08:22,
i274,u1138,挺好 的 ， 内 层 的 短裤 料子 很 好 ， 穿着 舒服 ,2014/9/22 10:07,
i274,u83,太 惊喜 了 ， 20 元 能 买 到 这么 好 的 裙子 ， 大爱 ?? ,2014/9/24 01:13,
i274,u2366,不错 ， 唯有 不足 之 处 是 洗 了 会 褪色 。 ,2014/9/29 16:35,
i274,u98,宝贝 很 好 ， 很 不错 。 。 。 ,2014/9/13 08:47,
i274,u1126,款式 还 好 ， 布料 也 不错 ， 就是 褪色 严重 。 ,2014/9/2 12:45,
i274,u1410,除了 有 色差 之外 ， 其他 都 很 好 ,2014/9/26 10:29,
i274,u2304,店家 服务 态度 很 好 ， 裙子 质量 杠杠 滴 ， 超 五星 ,2014/9/11 10:31,
i274,u639,裙子 长 短 合适 ， 物超所值 ， 喜欢 ,2014/9/22 19:33,
i274,u1273,不错 ， 质量 很 好 ， 也 很 合适 ， 价格 也 便宜 ,2014/9/18 22:29,
i275,u1815,"衣服 质量 很 好 , 上 身 还 不错 的 , 颜色 也 好看 ! ",2014/9/19 23:53,
i275,u1055,老公 真 的 好 喜欢 ， 。 面料 穿着 很 舒服 ， 很 帅气 。 发货 也 很快 ， 很 愉快 的 一次 购物 。 。 好评 ,2014/9/17 20:01,
i275,u453,一次性 买 了 两 件 ， 很 好 的 卖家 ， 是 想 要 的 那种 ， 现在 穿 正 合适 ， ,2014/9/24 09:11,
i276,u26,弹力 很 大 ， 质量 不错 ， 肥 人 也 很 好 穿 。 ,2014/9/4 16:02,
i276,u26,我 来 买 了 好多 次 了 ， 她们 都 喜欢 ,2014/9/22 18:47,
